"item_id","cate_id"
"545147","1_5"
"545145","1_6"
"545144","1_2"
"545143","1_11"
"458214","1_11"
"545141","1_1"
"545140","1_6"
"288688","1_1"
"145430","1_5"
"523054","1_23"
"483503","1_27"
"496835","1_3"
"461076","1_23"
"461074","1_2"
"461072","1_5"
"461073","1_5"
"461070","1_9"
"461071","1_5"
"489166","3_20"
"462817","1_11"
"496837","1_12"
"529391","1_2"
"529392","1_17"
"420101","1_11"
"420103","1_11"
"466867","1_12"
"504513","1_11"
"466861","1_3"
"283180","1_6"
"466868","1_27"
"550037","1_2"
"529395","1_3"
"469510","1_16"
"517453","1_6"
"424489","1_8"
"529397","1_2"
"524442","1_11"
"557801","1_9"
"460597","1_5"
"563756","1_23"
"209442","1_16"
"563757","1_15"
"464594","1_12"
"474312","1_5"
"517457","1_6"
"478742","1_3"
"567308","1_12"
"453270","1_12"
"477567","1_11"
"567300","1_4"
"477562","1_3"
"536054","1_5"
"536376","1_6"
"536374","1_13"
"563751","1_3"
"536370","1_6"
"536371","1_13"
"214334","1_9"
"505396","1_1"
"505395","1_6"
"460595","1_5"
"424155","1_1"
"167616","1_6"
"508518","1_27"
"508513","1_3"
"508512","1_12"
"508510","1_15"
"563948","1_3"
"508515","1_1"
"562878","3_6"
"559645","1_6"
"490543","1_8"
"562875","3_6"
"562876","1_3"
"562877","1_3"
"562870","1_1"
"562871","1_6"
"562873","3_6"
"544795","1_11"
"544797","1_23"
"544796","1_6"
"544791","1_15"
"544790","1_3"
"544793","1_17"
"533472","1_11"
"533470","1_3"
"533471","1_23"
"544798","1_6"
"533474","1_6"
"559644","1_7"
"474148","1_3"
"535131","1_5"
"535130","1_3"
"535133","1_2"
"564398","1_6"
"474140","1_23"
"535134","1_6"
"535137","1_3"
"484794","1_2"
"564397","1_9"
"534841","1_1"
"534846","1_11"
"534844","1_11"
"377789","1_2"
"534848","1_6"
"534849","1_6"
"560656","1_6"
"560657","1_18"
"564394","1_8"
"560653","1_1"
"420819","1_1"
"467028","1_16"
"564393","1_11"
"392960","3_1"
"301215","1_3"
"525172","1_11"
"560658","1_1"
"560659","1_6"
"541580","1_6"
"191468","1_17"
"541586","1_5"
"517230","1_6"
"524654","1_12"
"541585","3_1"
"517234","1_27"
"517235","1_18"
"517239","1_12"
"460496","1_8"
"509648","1_1"
"480779","1_23"
"480775","1_3"
"480777","1_8"
"480770","1_6"
"480771","1_12"
"480772","1_6"
"480773","1_11"
"476775","1_5"
"476774","1_14"
"476776","1_11"
"566559","1_6"
"566558","1_11"
"566556","1_2"
"566555","1_5"
"476779","1_9"
"566552","1_17"
"566551","1_17"
"566550","1_8"
"534267","1_10"
"534265","1_8"
"534263","1_11"
"561011","1_1"
"534261","1_19"
"517584","1_5"
"198448","1_6"
"517587","1_6"
"517582","1_12"
"561018","1_16"
"520177","1_9"
"564028","1_4"
"520175","1_2"
"520174","1_8"
"475239","1_9"
"475238","1_3"
"520171","3_8"
"520170","1_1"
"564021","1_3"
"475234","1_23"
"564023","1_3"
"520062","1_9"
"564025","1_2"
"475230","1_13"
"475233","1_27"
"520178","3_6"
"269732","1_14"
"528361","1_4"
"528364","1_1"
"302741","3_1"
"471927","1_1"
"473699","1_2"
"473695","1_6"
"473696","1_8"
"558757","1_9"
"341068","1_12"
"347381","1_1"
"460492","3_19"
"470343","1_1"
"562534","1_17"
"512871","1_23"
"470345","1_1"
"454946","1_14"
"474451","1_15"
"516187","1_6"
"471691","1_2"
"512876","1_6"
"531729","1_15"
"433414","1_23"
"433412","1_23"
"435292","1_12"
"531720","1_9"
"531721","1_3"
"531722","3_6"
"531726","1_23"
"531727","1_3"
"476933","1_18"
"464834","1_8"
"435290","1_12"
"464832","1_8"
"487205","1_23"
"552778","1_17"
"487207","1_11"
"487206","1_3"
"487203","1_5"
"519309","1_1"
"481916","1_11"
"481914","1_17"
"481911","1_8"
"481910","1_6"
"331693","1_6"
"481919","1_2"
"481918","1_11"
"565776","1_2"
"528587","1_15"
"565774","1_1"
"565775","1_2"
"565772","1_12"
"565773","1_6"
"565770","1_23"
"565771","1_11"
"565778","1_6"
"565779","1_17"
"553258","1_5"
"553259","1_6"
"526630","1_8"
"519307","1_5"
"170136","3_2"
"526637","1_23"
"526634","1_9"
"526635","1_6"
"553250","1_6"
"553251","1_6"
"526639","1_6"
"553254","1_3"
"553255","1_2"
"553256","3_2"
"553257","1_6"
"264763","1_14"
"472275","1_8"
"472270","1_3"
"472271","1_5"
"562098","1_9"
"472273","1_5"
"483454","1_27"
"562097","1_17"
"562094","1_5"
"562095","1_23"
"447657","1_8"
"562090","1_11"
"478741","1_9"
"526184","1_8"
"526180","1_9"
"526181","1_6"
"526182","1_8"
"526183","1_1"
"550968","1_1"
"435716","1_4"
"435715","1_4"
"529186","1_6"
"529180","1_12"
"529183","1_12"
"529182","1_6"
"547813","1_6"
"547812","1_6"
"547810","1_3"
"547817","1_23"
"547816","1_2"
"475670","1_15"
"550962","1_6"
"549199","1_6"
"513870","1_12"
"511323","1_11"
"565437","1_8"
"537644","1_3"
"478022","1_3"
"362388","1_2"
"542498","1_6"
"554035","1_6"
"550965","1_23"
"527584","1_12"
"527588","1_2"
"367153","3_6"
"552613","1_6"
"552612","1_3"
"552611","1_11"
"552610","1_17"
"456409","1_1"
"552616","1_6"
"552615","1_9"
"563328","1_2"
"485113","1_6"
"563326","1_12"
"456407","1_23"
"552618","1_10"
"563323","1_14"
"563322","3_6"
"485115","1_23"
"563320","1_6"
"554037","1_2"
"537187","1_6"
"475592","1_6"
"551098","1_3"
"551099","1_3"
"475597","1_9"
"475598","1_6"
"551095","1_3"
"551096","1_3"
"514990","1_3"
"551090","1_10"
"551091","1_3"
"551092","1_23"
"441369","1_2"
"510749","1_6"
"557558","1_3"
"565430","1_23"
"515518","1_15"
"510743","3_8"
"557551","1_9"
"510740","1_14"
"510747","1_23"
"510746","3_6"
"557555","1_7"
"510744","1_11"
"520919","1_5"
"520918","1_15"
"508952","1_12"
"533318","1_3"
"520911","1_2"
"520910","1_9"
"520913","1_2"
"465615","1_6"
"520914","1_6"
"520917","1_27"
"520916","1_11"
"561844","1_6"
"561845","1_5"
"561846","1_6"
"531495","1_19"
"561841","1_3"
"561842","1_2"
"561843","1_2"
"561848","1_10"
"313882","1_3"
"533317","1_5"
"484268","1_17"
"506447","1_11"
"506446","1_6"
"506444","1_5"
"506441","1_5"
"461896","1_6"
"546021","1_23"
"546472","1_12"
"461897","1_2"
"559483","1_17"
"523464","1_3"
"523465","1_18"
"523466","1_1"
"523467","1_18"
"523460","1_18"
"440447","1_2"
"440443","1_11"
"562731","1_11"
"440448","1_16"
"484248","1_17"
"555341","1_3"
"555342","1_8"
"555343","1_10"
"555344","1_6"
"558118","1_11"
"555347","1_7"
"555348","1_11"
"555349","1_6"
"558114","1_11"
"558115","1_12"
"558112","1_16"
"491723","1_11"
"558110","1_13"
"558111","1_11"
"284619","3_6"
"465979","1_15"
"452418","1_12"
"465970","1_23"
"426766","1_4"
"465975","1_13"
"556608","1_6"
"556609","1_13"
"411731","1_14"
"554378","1_11"
"556600","1_9"
"556601","1_17"
"556602","1_6"
"500600","1_14"
"546797","1_9"
"546796","1_6"
"556606","1_7"
"546794","1_6"
"481144","1_2"
"517916","1_5"
"517915","1_1"
"517914","1_3"
"517913","1_9"
"517912","1_23"
"517911","1_5"
"517910","1_23"
"481148","1_15"
"249525","1_3"
"517919","1_4"
"517918","1_11"
"532635","1_17"
"442968","1_23"
"442967","1_8"
"442964","1_11"
"442963","1_11"
"442962","1_23"
"442961","1_11"
"442960","1_13"
"538726","1_9"
"538723","1_12"
"548728","1_5"
"538728","1_6"
"465307","1_23"
"411088","1_1"
"524119","3_2"
"468154","1_14"
"547778","1_13"
"547779","1_15"
"524115","3_2"
"547777","1_13"
"547774","1_15"
"547775","1_4"
"524111","3_2"
"543192","1_3"
"524113","3_2"
"522301","1_5"
"542594","1_4"
"484933","1_1"
"484931","1_5"
"510965","1_9"
"484938","1_1"
"484939","1_1"
"508959","1_12"
"481841","1_18"
"480236","1_11"
"480231","1_11"
"480238","1_9"
"218536","3_6"
"556092","1_6"
"319034","1_2"
"538664","1_11"
"470004","1_13"
"496262","1_11"
"462745","1_12"
"462747","1_8"
"462746","1_23"
"483957","1_5"
"513580","1_3"
"542599","1_12"
"483956","1_3"
"557238","1_6"
"557236","1_11"
"557237","1_15"
"557234","1_18"
"557235","1_11"
"557232","1_6"
"557233","1_13"
"557230","1_5"
"557231","1_1"
"562492","1_3"
"395740","3_2"
"470993","1_12"
"395748","1_1"
"528491","1_15"
"500034","1_12"
"398194","1_12"
"514918","1_8"
"497870","1_6"
"451996","1_8"
"562494","1_17"
"451995","1_8"
"451998","1_8"
"562495","1_5"
"528492","1_6"
"455312","1_14"
"541327","1_5"
"541326","1_8"
"541325","1_12"
"541324","1_11"
"541323","1_6"
"541321","1_8"
"541320","1_5"
"497874","1_2"
"556286","1_14"
"514913","1_6"
"522105","1_17"
"226503","3_3"
"543871","3_2"
"546802","1_5"
"546801","1_1"
"546800","1_11"
"546806","1_1"
"546805","1_2"
"546804","1_1"
"423250","1_1"
"546809","1_2"
"546808","1_1"
"492488","1_14"
"530092","1_1"
"461503","1_16"
"558931","1_6"
"558932","1_17"
"558933","1_8"
"558935","1_3"
"558936","1_3"
"558937","1_3"
"468624","1_17"
"558939","1_10"
"465214","1_5"
"465215","1_5"
"468620","1_6"
"468621","1_11"
"468623","1_18"
"503250","1_3"
"503253","1_5"
"503252","1_9"
"503255","1_6"
"556189","1_2"
"556188","1_27"
"556187","1_7"
"556185","1_3"
"556184","1_6"
"556182","1_6"
"556181","1_27"
"556180","1_12"
"489088","1_8"
"489081","1_2"
"492736","1_11"
"489082","1_15"
"463904","1_23"
"463905","1_4"
"463906","1_23"
"492730","1_17"
"456924","1_13"
"486303","1_2"
"486302","1_9"
"486300","1_11"
"486307","1_17"
"486306","1_4"
"486305","1_23"
"486304","1_3"
"493281","1_3"
"486309","1_4"
"493283","1_13"
"493285","1_2"
"493286","1_6"
"551510","1_17"
"392835","1_3"
"514867","1_6"
"484402","1_27"
"484403","1_8"
"459853","1_9"
"459851","3_20"
"459850","1_18"
"459857","1_3"
"503875","1_27"
"503874","1_8"
"539803","1_1"
"481693","1_2"
"503871","1_9"
"503870","1_12"
"539807","1_3"
"503872","1_10"
"539808","1_6"
"490392","1_2"
"528499","1_6"
"490390","1_1"
"555205","1_6"
"447163","1_5"
"499878","1_3"
"494889","1_18"
"555204","1_27"
"483726","1_6"
"555207","1_6"
"494880","1_18"
"528821","1_14"
"522391","3_6"
"565110","1_11"
"528820","1_8"
"562188","3_3"
"483725","1_5"
"479255","1_3"
"558636","1_3"
"542006","1_1"
"542005","1_11"
"441943","1_11"
"542003","1_23"
"542002","1_8"
"498472","1_11"
"498473","1_23"
"498471","1_9"
"498474","1_9"
"441945","1_23"
"441946","1_6"
"490643","1_12"
"490644","1_12"
"490647","1_1"
"490646","1_5"
"494779","1_12"
"489332","1_23"
"489331","1_9"
"559325","1_1"
"485654","1_9"
"559323","1_27"
"293051","1_12"
"458106","1_14"
"458107","1_14"
"458104","1_14"
"477847","1_2"
"458102","1_14"
"494774","1_6"
"559328","1_14"
"458101","1_14"
"518475","1_14"
"469990","1_23"
"488062","1_2"
"488063","1_9"
"518471","1_2"
"518470","1_6"
"469997","1_5"
"469996","1_11"
"488069","1_17"
"533331","1_11"
"510260","3_6"
"467108","1_6"
"510265","1_23"
"510266","1_5"
"486210","1_3"
"510268","1_6"
"480566","1_23"
"522392","1_13"
"503799","3_2"
"452106","1_14"
"528596","1_4"
"486216","1_11"
"553432","1_3"
"564551","1_14"
"478336","1_27"
"564552","1_6"
"478333","1_9"
"564554","1_11"
"564557","1_6"
"478330","1_3"
"564559","1_6"
"553434","1_5"
"560241","3_6"
"560240","1_6"
"560243","3_2"
"486689","1_11"
"406222","3_6"
"539119","1_17"
"539118","1_17"
"560248","1_16"
"539115","1_18"
"539114","1_9"
"539111","1_6"
"491116","1_27"
"491117","1_9"
"491114","1_9"
"517469","1_9"
"491111","3_2"
"491118","1_19"
"491119","1_10"
"519872","1_6"
"519873","1_17"
"236043","1_5"
"542915","1_23"
"542914","1_23"
"542917","1_4"
"294110","1_3"
"542911","1_6"
"542910","1_2"
"542913","1_23"
"542912","1_6"
"489445","1_3"
"542919","1_2"
"457524","1_3"
"391072","3_6"
"519875","1_6"
"542358","1_6"
"530585","3_6"
"558666","1_3"
"499508","1_6"
"559255","1_1"
"477736","1_23"
"498693","1_12"
"564215","1_4"
"495919","1_17"
"507149","1_18"
"507148","1_5"
"502399","1_5"
"495912","1_9"
"507144","1_11"
"502395","3_2"
"502394","1_5"
"507141","1_5"
"502392","3_6"
"507143","1_1"
"495915","1_17"
"447419","1_1"
"302353","3_2"
"530721","1_2"
"565208","1_6"
"541271","1_8"
"565206","1_6"
"565207","1_3"
"565204","3_2"
"565205","1_6"
"447414","3_2"
"565203","1_15"
"565200","1_6"
"565201","3_2"
"443568","1_15"
"533219","1_5"
"541260","1_6"
"551670","1_6"
"533211","1_6"
"533216","1_16"
"550916","1_17"
"566959","1_6"
"566958","1_6"
"566953","1_6"
"566952","1_6"
"529341","1_17"
"566950","1_3"
"566957","1_2"
"529346","1_8"
"566955","1_9"
"566954","1_9"
"539917","1_1"
"502645","1_3"
"559250","3_2"
"559643","1_6"
"197258","1_8"
"369772","1_17"
"539300","1_15"
"564218","1_3"
"496885","1_14"
"544426","1_3"
"544424","1_11"
"533175","1_10"
"544421","1_2"
"544420","1_5"
"519613","1_6"
"549456","1_6"
"540518","1_11"
"540517","1_11"
"540516","1_16"
"558667","1_15"
"540514","1_1"
"540513","1_18"
"507811","1_23"
"549452","1_6"
"522817","1_23"
"504498","1_6"
"524725","1_6"
"539306","1_4"
"504490","1_1"
"528598","1_12"
"533392","1_15"
"497514","1_11"
"497516","1_14"
"497517","1_6"
"469231","1_16"
"469238","1_3"
"445812","1_17"
"445813","1_17"
"445810","1_17"
"417604","1_4"
"445815","1_15"
"355412","1_8"
"445818","1_17"
"445819","1_17"
"528175","1_6"
"503116","1_6"
"503114","1_11"
"503115","1_8"
"504720","1_9"
"253283","1_6"
"539304","1_1"
"522154","3_2"
"276912","3_2"
"198991","1_5"
"457406","1_14"
"474824","1_15"
"557807","1_6"
"475862","1_27"
"520281","1_6"
"520280","1_8"
"520283","1_9"
"520282","1_6"
"520285","3_7"
"520284","1_10"
"520286","1_5"
"520289","1_6"
"520288","1_6"
"507975","1_9"
"563208","1_6"
"551678","1_11"
"563204","1_23"
"531102","1_5"
"563207","1_6"
"563201","1_18"
"563202","1_3"
"563203","1_18"
"464252","1_15"
"468544","1_8"
"498867","1_23"
"468541","1_8"
"498860","1_2"
"468543","1_8"
"468542","1_8"
"464409","1_5"
"475079","1_9"
"525137","1_12"
"565003","1_12"
"253820","1_5"
"536650","1_1"
"539308","1_23"
"537507","1_3"
"436748","1_2"
"543485","1_1"
"536657","1_15"
"521884","1_9"
"521880","1_14"
"521881","1_8"
"505452","1_27"
"490450","1_15"
"480294","1_13"
"475078","1_11"
"478631","1_17"
"481302","1_2"
"481300","1_2"
"469615","1_6"
"204606","1_5"
"481307","1_2"
"481305","1_23"
"481308","1_9"
"469613","1_27"
"466005","1_2"
"412927","1_17"
"565986","1_27"
"565980","1_10"
"565983","1_11"
"565982","1_23"
"478636","1_3"
"565988","1_8"
"428692","1_18"
"514953","1_3"
"514950","1_3"
"514951","1_3"
"483238","1_13"
"483239","1_6"
"514955","1_13"
"465996","1_11"
"483235","1_23"
"514958","1_2"
"498527","1_11"
"455350","1_11"
"483232","1_11"
"483233","1_23"
"477084","1_6"
"422124","3_6"
"462945","1_11"
"508728","3_2"
"509495","1_9"
"232223","1_12"
"377623","1_2"
"508720","1_15"
"470999","1_3"
"508725","1_1"
"508727","1_15"
"472843","1_5"
"479817","1_23"
"479811","1_17"
"479813","1_23"
"57438","1_1"
"36775","1_1"
"479819","1_17"
"495728","1_23"
"473711","1_5"
"473712","1_2"
"563979","1_15"
"473714","1_2"
"473715","1_11"
"528280","1_12"
"563970","1_11"
"18567","1_1"
"563977","1_12"
"563974","1_17"
"440050","3_2"
"530761","1_6"
"530769","3_6"
"534653","1_1"
"537504","1_17"
"534655","1_5"
"534658","1_23"
"251468","1_6"
"432246","1_2"
"316052","3_6"
"433593","3_20"
"539421","1_6"
"433591","1_2"
"433595","3_20"
"429271","1_11"
"482545","1_2"
"482546","1_15"
"482541","1_15"
"482540","1_6"
"329767","3_20"
"561198","1_11"
"504305","1_3"
"553916","1_6"
"561195","1_7"
"441905","1_17"
"441906","1_6"
"467506","1_18"
"441902","1_17"
"516626","1_15"
"564889","1_9"
"441908","1_6"
"553912","1_6"
"456197","1_11"
"456195","1_11"
"456194","3_2"
"456191","1_2"
"511825","1_14"
"511827","1_3"
"550902","1_2"
"456199","1_11"
"456198","1_27"
"564616","1_10"
"561225","1_18"
"561226","1_6"
"564615","1_8"
"561220","1_1"
"517798","1_14"
"561222","1_6"
"561223","1_6"
"517795","1_4"
"564888","1_6"
"517796","1_6"
"564618","1_6"
"564619","1_11"
"525552","1_5"
"482633","1_5"
"525550","1_6"
"525551","1_14"
"525556","1_7"
"525557","1_3"
"525554","1_12"
"537237","1_12"
"475002","1_5"
"550931","1_6"
"550932","1_23"
"525559","1_15"
"520708","1_6"
"482631","1_23"
"475004","1_5"
"550937","1_6"
"528133","1_1"
"528136","1_1"
"531689","1_3"
"531688","3_6"
"531686","1_3"
"531685","1_15"
"531684","1_9"
"531680","1_13"
"339767","1_8"
"529663","1_6"
"529664","1_5"
"523249","1_1"
"529666","1_6"
"529667","1_1"
"523244","1_18"
"523246","1_6"
"523247","3_6"
"523243","1_8"
"360699","1_3"
"477268","1_3"
"511145","1_4"
"344577","1_2"
"481890","1_17"
"481891","1_12"
"481896","1_15"
"481894","1_23"
"481895","1_17"
"531979","1_6"
"551361","1_18"
"433620","1_11"
"448940","1_13"
"433623","1_11"
"531971","1_6"
"531972","1_2"
"531974","1_11"
"517759","1_12"
"435507","1_12"
"435506","1_12"
"517758","1_13"
"435509","1_12"
"373530","1_5"
"456853","1_13"
"543874","1_4"
"457240","1_1"
"273662","3_2"
"457249","1_15"
"561265","1_9"
"562754","1_17"
"562757","3_2"
"448926","1_13"
"562751","1_27"
"562750","1_11"
"442349","1_2"
"467273","1_6"
"516442","1_2"
"448921","1_13"
"327461","1_3"
"562759","1_12"
"562758","1_3"
"448920","1_12"
"511797","1_14"
"521074","1_8"
"511795","3_6"
"521073","1_18"
"521072","1_12"
"478197","1_6"
"521079","3_6"
"521078","1_5"
"478196","1_11"
"554101","1_3"
"554100","1_9"
"554103","1_9"
"554102","1_11"
"562203","1_6"
"554107","1_1"
"554106","1_3"
"554108","1_11"
"510433","1_6"
"517754","1_6"
"558830","1_23"
"558832","1_13"
"558835","1_15"
"524738","1_6"
"558837","1_6"
"558836","1_6"
"558838","1_7"
"397193","1_5"
"397192","1_5"
"397197","3_20"
"524732","1_11"
"553773","1_23"
"406786","1_4"
"486679","1_23"
"495119","1_17"
"406783","1_4"
"553776","1_18"
"329945","1_6"
"553774","1_6"
"515234","1_27"
"486672","1_5"
"515236","1_27"
"396829","1_18"
"515230","1_6"
"515231","1_6"
"406788","1_4"
"498371","1_6"
"474872","1_11"
"520743","1_18"
"474878","1_14"
"474879","1_23"
"526397","1_1"
"526396","1_1"
"526391","1_6"
"526390","1_6"
"526393","1_2"
"551689","1_4"
"520746","1_10"
"498375","1_5"
"527040","1_6"
"527041","1_18"
"527046","1_7"
"527047","3_3"
"551683","1_18"
"527045","1_13"
"522673","1_6"
"522670","3_6"
"522671","1_14"
"522676","1_6"
"522677","3_2"
"522674","3_2"
"520749","1_11"
"498376","1_6"
"372573","3_7"
"379676","3_2"
"511770","3_2"
"480857","1_27"
"480850","1_2"
"480853","1_23"
"494570","1_17"
"480858","1_8"
"552796","1_11"
"552797","1_1"
"552795","1_2"
"552792","1_17"
"552793","1_1"
"552790","1_1"
"552791","1_1"
"525839","1_15"
"181667","1_6"
"552799","1_2"
"492800","1_11"
"501723","1_10"
"501722","1_4"
"501721","1_17"
"488669","1_7"
"488666","1_27"
"492808","1_6"
"488665","1_6"
"488663","1_6"
"501729","1_4"
"501728","1_9"
"515490","1_3"
"515491","1_8"
"550482","1_6"
"515493","1_6"
"515494","1_2"
"515495","1_6"
"515496","1_6"
"557459","1_6"
"557456","1_6"
"515499","1_6"
"557454","1_5"
"557455","1_8"
"316804","1_12"
"525836","1_15"
"552420","1_23"
"485329","1_4"
"552422","1_23"
"552423","1_3"
"552424","1_6"
"552425","1_6"
"552427","1_17"
"485321","1_12"
"485323","1_2"
"514541","1_9"
"514543","1_2"
"485327","1_12"
"517898","1_13"
"517899","1_12"
"558309","1_9"
"558307","1_15"
"517893","1_4"
"558304","1_6"
"517896","1_4"
"558302","1_9"
"517894","1_3"
"550158","1_2"
"550159","1_11"
"510465","1_14"
"539358","1_3"
"539354","1_6"
"550150","1_1"
"550151","1_2"
"550157","1_8"
"550154","1_6"
"550155","1_2"
"564846","1_13"
"497493","1_9"
"487821","1_9"
"564844","1_12"
"246901","1_14"
"485372","1_8"
"564842","1_6"
"539687","1_15"
"539685","1_23"
"485370","1_12"
"539683","1_18"
"539682","1_6"
"539680","1_11"
"564840","1_6"
"539689","1_6"
"465839","1_6"
"465834","1_3"
"426042","3_2"
"543228","1_2"
"543229","1_5"
"546616","1_23"
"543225","1_2"
"543226","1_23"
"543227","1_2"
"543221","1_2"
"543222","1_6"
"459527","1_11"
"561919","1_1"
"459523","1_11"
"459520","1_5"
"548508","1_11"
"548509","1_14"
"490988","1_12"
"490989","1_2"
"202881","3_2"
"548500","1_3"
"490983","1_5"
"548502","1_17"
"548503","1_15"
"548505","1_6"
"548506","1_17"
"548507","1_10"
"455655","1_5"
"455654","1_5"
"491055","1_12"
"491054","1_9"
"455651","1_5"
"561913","1_1"
"426590","1_13"
"465782","1_15"
"452608","1_10"
"465784","1_13"
"317042","1_1"
"491059","1_8"
"465787","1_16"
"556419","1_3"
"556418","1_2"
"526807","1_1"
"554487","1_8"
"554480","1_14"
"554481","1_8"
"554482","1_11"
"554483","1_6"
"556411","1_2"
"556413","1_8"
"556412","1_3"
"556415","1_6"
"538087","1_23"
"556417","1_6"
"556416","1_15"
"524090","1_3"
"524092","1_17"
"524094","1_3"
"524095","1_3"
"524096","1_8"
"524097","1_11"
"524099","1_5"
"518871","3_2"
"518873","1_3"
"516856","1_3"
"516851","1_9"
"518874","3_6"
"516853","1_11"
"516852","1_6"
"518879","1_14"
"518878","1_3"
"553839","1_6"
"212281","1_1"
"538555","1_23"
"538556","1_17"
"539983","1_23"
"470088","1_9"
"407594","1_1"
"207101","3_1"
"540757","1_6"
"540753","1_6"
"540752","1_3"
"542667","1_6"
"542666","1_23"
"541488","1_1"
"539327","1_6"
"542663","1_6"
"542661","1_6"
"541482","1_17"
"541480","1_2"
"541481","1_14"
"541487","1_1"
"542669","1_11"
"542668","1_2"
"490565","1_15"
"510967","1_14"
"539323","1_6"
"469032","1_6"
"559947","1_23"
"540285","1_6"
"540284","1_2"
"559942","1_14"
"559943","1_1"
"453556","1_8"
"469038","1_3"
"540288","1_11"
"502407","1_5"
"547258","1_1"
"461202","1_9"
"461205","1_11"
"461204","1_11"
"559724","1_7"
"502400","3_1"
"547251","1_1"
"547250","1_23"
"547252","1_12"
"496913","1_12"
"549362","1_11"
"549361","1_6"
"542592","1_17"
"504126","1_8"
"496916","1_3"
"542597","1_18"
"549364","1_6"
"460556","1_8"
"549369","1_8"
"549368","1_6"
"212428","1_6"
"544504","1_6"
"544505","1_18"
"544506","1_5"
"544507","1_6"
"544500","1_6"
"544501","1_15"
"544502","1_18"
"484281","1_5"
"500801","1_3"
"500800","1_5"
"446977","1_4"
"500805","1_17"
"500804","1_3"
